14.079100,38.881584,97.079109
14.539100,39.604984,97.485809
13.685400,39.033485,97.615608
14.147700,39.783386,98.043007
15.070800,40.283585,97.901909
14.690300,40.496284,98.457909
13.756100,39.951786,98.599205
14.307300,40.699184,99.004211
13.293000,39.168884,98.154205
15.661800,40.912884,98.331909
15.295900,41.156986,98.886810
16.292601,41.531784,98.725105
15.960300,41.794884,99.291908
14.927300,41.381584,99.436508
15.606300,42.040283,99.852211
13.921000,40.882484,99.550507
14.552300,41.582684,99.982407
15.238900,42.258583,100.397011
14.165100,41.754585,100.522011
14.854900,42.449486,100.937004
13.524300,41.036785,100.096008
12.883600,39.295284,98.684807
13.356300,40.105484,99.141609
12.951200,40.238384,99.678207
12.471900,39.405884,99.220406
8.593090,35.947186,101.736008
8.977630,35.927284,101.121010
8.722640,36.948685,101.975006
9.122200,36.936886,101.389008
8.902550,37.900085,102.255005
9.316970,37.885784,101.695007
8.327020,36.969685,102.557007
8.488140,37.914684,102.805008
9.366330,35.913986,100.503006
9.515750,36.930786,100.795006
9.752780,35.906185,99.886108
9.907390,36.919785,100.201004
9.725310,37.869884,101.127007
10.129100,37.848286,100.554008
9.595290,38.803886,102.030006
10.020800,38.783886,101.489006
10.440200,38.753685,100.940010
10.367700,39.691586,101.875008
10.793600,39.663883,101.354004
9.934910,39.703285,102.382011
8.725410,38.827187,103.083008
9.161310,38.816185,102.561005
9.489330,39.709583,102.878006
9.040510,39.712383,103.365005
13.481200,-9.000387,107.334999
14.081600,-8.265477,107.537003
12.862800,-8.215577,107.903999
13.482000,-7.863518,108.014000
14.543500,-7.733548,107.866997
13.975900,-7.454237,108.304001
14.953800,-7.288338,108.302002
14.401300,-7.088318,108.703003
15.316900,-6.904007,108.789001
14.768700,-6.757168,109.163002
43.782398,36.200386,90.683907
44.126400,36.457886,90.757904
43.261799,36.510685,91.301010
43.613701,36.813984,91.393707
44.495602,36.698986,90.798111
43.989300,37.111385,91.453308
43.045502,37.083683,92.008911
43.425098,37.391087,92.101707
42.668800,36.776485,91.876709
44.886501,36.931686,90.810905
44.360298,37.409985,91.467804
45.271301,37.253883,90.741806
44.740501,37.747185,91.433205
43.806499,37.759285,92.133408
42.863899,37.646687,92.719208
43.228802,38.032383,92.774704
44.186901,38.163284,92.114906
43.587601,38.502384,92.765610
42.635700,38.332184,93.370110
42.973099,38.816284,93.378204
42.273998,37.945686,93.293907
42.073799,37.023685,92.417709
42.462898,37.336586,92.584404
41.887199,37.638683,93.141205
41.516201,37.324184,92.961609
67.046402,-16.572008,41.664597
67.405197,-15.859206,39.425594
67.279503,-14.685507,41.574696
67.678902,-13.972406,39.355297
67.785896,-14.997506,37.295097
68.036499,-13.109606,37.199097
67.929100,-12.122807,39.242897
68.294098,-11.275105,37.092701
67.556801,-12.845306,41.480095
68.127098,-14.034406,35.231396
68.396599,-12.168106,35.134098
68.463997,-13.018705,33.234695
68.774101,-11.198606,33.187901
68.685097,-10.372506,35.075199
69.098099,-9.448596,33.149200
68.558197,-9.509215,36.992901
68.962997,-8.644946,34.995602
69.343102,-7.755175,33.082802
69.223198,-6.958466,34.896000
69.603500,-6.106115,33.001701
68.830299,-7.786866,36.874298
67.774498,-11.029707,41.339001
68.173401,-10.316007,39.104900
68.416199,-8.564727,38.958698
